name,website,email,phone,sectors,address,careers_page,description,region
Hewitt Young,,,613-592-1012,Finance & Accounting,"300 Terry Fox Dr, Kanata, ON K2K 0E3",,Hewitt Young Electric is a premier electrical solutions company specializing in industrial and commercial electrica...,Ottawa · Kanata North (ON)
Hexo Operations Inc.,https://hexocorp.com/,,844-406-1852,Health & Wellness,"3000 Solandt Rd, Kanata, ON K2K 2X2",,HEXO Corp is an consumer packaged goods cannabis company that creates and distributes prize-winning products to ser...,Ottawa · Kanata North (ON)
Hiboo Networks,https://www.hiboonetworks.com/,info@hiboonetworks.com,613-800-8140,Telecommunications,"555 Legget Drive tower b suite 620, Kanata, Ottawa, Ontario K2K 2X3, Canada",,"Hiboo Networks operates and manages our city's own 100% fibre-optic network - backed by Hydro Ottawa, providing bus...",Ottawa · Kanata North (ON)
Highlands Wellness & Sports Injury Clinic,https://highlandswellness.ca/,info@highlandswellness.ca,613-501-2853,Health & Wellness,"329 March Road, Suite 212, Kanata, ON, K2K 2E1",,Highlands Wellness & Sports Injury Clinic opened in 2024 to help active people in Kanata enjoy life without pain. T...,Ottawa · Kanata North (ON)
Hillview Urgent Diagnostic Imaging Center,https://hillviewimaging.ca/,info@hillviewimaging.ca,613-271-0050,Hospital & Healthcare,"320 March Rd #603, Kanata, ON K2K 2E3",,The compassionate and professional staff at Hillview Urgent Diagnostic Imaging Center work hard to deliver high-qua...,Ottawa · Kanata North (ON)
Hockey Sushi,https://hockeysushi.ca/,hockeysushikanata@gmail.com,613-270-1122,Dining,"4055 Carling Ave Unit #10, Kanata, ON K2K 2A4",,"Sushi house offering take-out rolls & other Japanese dishes, plus some Chinese items.",Ottawa · Kanata North (ON)
Holmes & Brakel Business Interiors,http://www.holmesbrakel.com/,kolsen@holmesbrakel.com,613-599-4977,Retail & Hospitality,"350 Terry Fox Dr, Kanata, ON K2K 2W5",,"With 45+ years in business, we have learned that a successful space is about more than furniture. It’s also an inve...",Ottawa · Kanata North (ON)
Honeywell Aerospace (COM DEV Int. Ltd.),https://www.honeywell.com/us/en,,613-591-7777,"Manufacturing, Engineering, Industrial & System Design","303 Terry Fox Dr #100, Kanata, ON K2K 3J1",,"Honeywell International is a technology and manufacturing company that offers energy, safety, and security solution...",Ottawa · Kanata North (ON)
"Hoyes, Michalos and Associates - Consumer Proposal and Licensed Insolvency Trustee",https://www.hoyes.com/,help@hoyes.com,867-747-0660,Finance & Accounting,"300 March Rd #300, Kanata, ON K2K 2E2",,"If you have debt problems, we can help you get relief. At Hoyes Michalos, we want to give you a fresh financial sta...",Ottawa · Kanata North (ON)
HSBC Bank Canada,https://www.hsbc.ca/,,888-310-4722,Finance & Accounting,"320 March Rd, Kanata, ON K2K 2E3",,HSBC Bank Canada is a bank in Canada that is a subsidiary of British banking giant HSBC - one of the largest bankin...,Ottawa · Kanata North (ON)
Huawei Technologies Canada co. Ltd.,https://www.huawei.com/ca/,,613-595-1900,"Telecommunications, Wireless & Photonics","303 Terry Fox Dr, Kanata, ON K2K 3J1",,Huawei Technologies is a telecom solutions company that offers infrastructure application software and devices with...,Ottawa · Kanata North (ON)
Hub350,https://www.hub350.com/,info@hub350.com,613-254-8778,Other,"350 Legget Dr, Kanata, ON K2K 0G7",,"Hub350 is a brand new ecosystem for industry, academic and finance partners to co-exist and collaborate in the hear...",Ottawa · Kanata North (ON)
I4C Consulting,https://i4c.com/,ottawa@i4c.com,613-271-6421,Information Technology & Services,"1283 Teron Rd #201, Kanata, ON K2K 0J7",,I4C Consulting is a business and technology consultancy focused on long term relationships and building trust throu...,Ottawa · Kanata North (ON)
IG Wealth Management,https://www.ig.ca/en,igwealthconnect@ig.ca,613-591-7639,Finance & Accounting,"400 March Rd #240, Kanata, ON K2K 3H4",,"About IG Wealth Management IG Wealth Management is part of the Power Financial Corporation Group of Companies, one ...",Ottawa · Kanata North (ON)
Immigratic,https://immigratic.ca/,support@immigratic.ca,604-757-4400,Legal,"1000 Innovation Drive Suite 500, Ottawa, Ontario K2K 3E7",,"In the complex world of immigration, the stakes are high and the process is intricate. That's why Immigratic's Full...",Ottawa · Kanata North (ON)
Improving,https://www.improving.com/,,+1 (888) 322-6002,,"411 Legget Dr suite 710, Ottawa, Ontario K2K 3C9, Canada",,Improving is a complete IT services company dedicated to positively changing the perception of the IT professional....,Ottawa · Kanata North (ON)
Incognito Software Systems,https://www.incognito.com/,info@incognito.com,604-688-4332,Telecommunications,"555 Legget Dr Suite #132, Kanata, ON K2K 2X3",,Incognito Software Systems Inc. provides service orchestration software and services that help digital service prov...,Ottawa · Kanata North (ON)
Indian Punjabi Clay Oven,http://indianpunjabiclayoven.ca/,indianpunjabiclayoven@gmail.com,613-963-0625,Dining,"4055 Carling Ave, Ottawa, ON K2K 2A4",,"Indian Punjabi Clay Oven offers fine Indian Cuisine and welcome you with a spacious dining room, with special authe...",Ottawa · Kanata North (ON)
Infinera Canada Inc.,https://www.infinera.com/,techsupport@infinera.com,613-254-8412,Telecommunications,"555 Legget Dr, Kanata, ON K2K 2X3",,"Infinera is revolutionizing telecommunications networks with innovative, industry-leading connectivity solutions in...",Ottawa · Kanata North (ON)
Infrasecure,https://www.infrasecure.group/,,855-391-4063,"Defense, Security, & Aerospace","1240 Teron Rd, Kanata, ON K2K 2B5",,"We do: Industrial, institutional and commercial construction, perimeter security consultancy and high security, gov...",Ottawa · Kanata North (ON)
InitLive Inc.,https://www.initlive.com/,support@bloomerang.com,613-271-5983,Computer Software,"390 March Rd, Kanata, ON K2K 0G7",,"InitLive is a cloud service and mobile device app for event workforce management, non-profit program volunteer mana...",Ottawa · Kanata North (ON)
Innovate Agile Consulting Inc.,https://innovateagileconsulting.com/,info@innovateagileconsulting.com,(437) 360-2626,,,,"At Innovate Agile Consulting, we specialize in transforming businesses into agile, future-ready organizations. With...",Ottawa · Kanata North (ON)
Instantel Headquarters,https://www.instantel.com/,sales@instantel.com,613-592-4642,"Manufacturing, Engineering, Industrial & System Design","309 Legget Dr, Kanata, ON K2K 3A3",,"For almost 40 years, Instantel has been a global leader with best-in-class vibration, noise and air overpressure eq...",Ottawa · Kanata North (ON)
Integral Wealth,https://integralwealth.com/ca/,info@integralwealth.com,613-749-7167,,"300 March Rd 4th floor, Kanata, ON K2K 2E2, Canada",,"Established in 2003, Integral Wealth Securities Limited is a private, independent, IIROC-licenced investment dealer...",Ottawa · Kanata North (ON)
Intengent Inc,http://www.intengent.com/,info@intengent.com,613-355-2526,"Telecommunications, Wireless & Photonics","555 Legget Drive, Suite 304 Ottawa, ON, K2K 2X3",,"INTENGENT provides technology and product assessment for the optical component markets. Based on a fabless model, w...",Ottawa · Kanata North (ON)
International Datacasting Corporation (IDC),https://www.datacast.com/,sales@datacast.com,613-596-4120,"Telecommunications, Wireless & Photonics","10 Brewer Hunt Way, Kanata, ON K2K 2B5",,International Datacasting is a recognized market leader in providing end to end solutions for the point-to-multipoi...,Ottawa · Kanata North (ON)
Intouch Insight,https://www.intouchinsight.com/,letschat@intouchinsight.com,800-263-2980,Software,"400 March Rd, Kanata, ON K2K 0G7",,Intouch Insight is a customer experience (CX) solutions company specializing in helping multi-location businesses a...,Ottawa · Kanata North (ON)
IPSG Technology,https://ipsgtechnology.com/,experts@ipsgtechnology.com,506-206-8533,Information Technology & Services,,,IPSG Technology is certified women owned leading-edge Technology Solution Provider. We provide Custom Application D...,Ottawa · Kanata North (ON)
Iqvia Inc.,https://www.iqvia.com/,,,"Health & Wellness, Hospital & Healthcare","300 March Road suite 301, Ottawa, Kanata, Ottawa, ON K2K 2E2, Canada",,"IQVIA is a global provider of advanced analytics, technology solutions, and clinical research services to the healt...",Ottawa · Kanata North (ON)
Ironstone Grill at The Marshes,https://www.marshesgolfclub.com/ironstone-grill,,613-271-3370,Dining,"320 Terry Fox Dr, Kanata, ON K2K 3L1",,OPEN Ironstone Grill serves up fresh and inspired dining amidst Ottawa’s premier public championship golf course an...,Ottawa · Kanata North (ON)
Itex,https://itex.com/,support@itex.com,613-599-5550,Finance & Accounting,"555 Legget Dr, Kanata, ON K2K 2X3",,"ITEX, The Membership Trading Community(SM), is a thriving community of member businesses buying and selling more th...",Ottawa · Kanata North (ON)
J-Squared Technologies Inc.,https://jsquared.com/,,613-592-9540,Electrical & Electrical Manufacturing,"4015 Carling Ave, Kanata, ON K2K 2A3",,"J-Squared Technologies Inc., started in 1990, specializes in ruggedized embedded computers for the following market...",Ottawa · Kanata North (ON)
J.D. Barnes Limited,http://www.jdbarnes.com/,info@jdbarnes.com,613-731-7244,"Environmental Technology & Services, Geomatics","62 Steacie Drive suite 103, Ottawa, Kanata, Ottawa, Ontario K2K 2A9, Canada",,We provide integrated solutions to our clients. At the forefront of technology in the Canadian surveying and mappin...,Ottawa · Kanata North (ON)
Jabil Canada Corporation,https://www.jabil.com/,,613-599-8153,"Manufacturing, Engineering, Industrial & System Design","1 Brewer Hunt Way Suite 9, Kanata, ON K2K 2B5",,"Jabil is a product solutions company providing comprehensive design, manufacturing, supply chain and product manage...",Ottawa · Kanata North (ON)
JCSI Computer Solutions Inc.,https://www.jcsi.ca/,info@jcsi.ca,613-797-8790,Information Technology & Services,"390 March Rd Suite 110, Kanata, ON K2K 0G7",,JCSI was created to provide professional Information Technology services and solutions to small businesses. JCSI ca...,Ottawa · Kanata North (ON)
Juniper Networks Canada Inc.,https://www.juniper.net/,,613-591-2700,Telecommunications,"1000 Innovation D, Suite 200, Kanata, ON K2K 3E7",,"Juniper Networks designs develop and sell products and services, which together provide its customers with network ...",Ottawa · Kanata North (ON)
Kanata Chiropractic,https://kanatachiropractor.com/,info@kanatachiropractor.com,613-809-6386,Health & Wellness,"300 March Road, Suite 503, Kanata, ON, K2K 2E2",,Our purpose is to meet people where they are on their health and wellness journey. We want to deliver meaningful va...,Ottawa · Kanata North (ON)
Kanata Electronic Services,https://www.kesl.com,kanata@kesl.com,613-435-2288,"Computer Hardware, Retail & Hospitality","1111 Klondike Rd, Kanata, ON K2K 1X7",,Kanata prides itself on exceptional customer service. Our success is based on working in partnership with our custo...,Ottawa · Kanata North (ON)
Kanata Endodontics (Dr Mario D'Adderio & Dr Maneesh Sharma),https://www.kanataendodontics.ca/,referrals@kanataendodontics.ca,613-599-4006,Hospital & Healthcare,"300 March Rd, Kanata, ON K2K 2E2",,"Kanata Endodontics offers the finest quality of endodontic care in a warm, inviting, and professional atmosphere. W...",Ottawa · Kanata North (ON)
Kanata Fencing,https://kanatafencing.com/,,,,"329 March Rd Suite 223, Kanata, ON K2K 2E1, Canada",,"The Kanata Fencing Club meets just west of Ottawa, in Kanata, Ontario, Canada. Kanata Fencing boasts members of all...",Ottawa · Kanata North (ON)
Kanata Food Cupboard,https://www.kanatafoodcupboard.ca/,info@kanatafoodcupboard.ca,613-836-7847,Other,"1240 Teron Rd, Kanata, ON K2K 2B5, Canada",,The Kanata Food Cupboard is a non-profit charitable organization providing food assistance to Kanata individuals an...,Ottawa · Kanata North (ON)
Kanata Highlands Dental Care,https://kanatahighlandsdental.ca/,info@kanatahighlandsdental.ca,613-270-1001,Hospital & Healthcare,"5045 Innovation Dr Suite 100, Kanata, ON K2K 0L5",,We are committed to making dental care affordable for you with lower prices following the Dental Fee Guide. This mi...,Ottawa · Kanata North (ON)
Kanata Learning Center,https://kanatalearningcentre.com/,office@kanatalearningcentre.com,613-435-2729,Education & Day Care,"300 Terry Fox Dr #700, Kanata, ON K2K 0E3",,"Welcome to the Kanata Learning Centre. We offer a full range of education services in French, high school math (Fre...",Ottawa · Kanata North (ON)
Kanata Music Centre,http://kanatamusiccentre.com/,info@kanatamusiccentre.com,613-519-2552,Art & Recreation,"105 Schneider Rd #121, Kanata, ON K2K 2C1",,The Yamaha Music Education System represents the realization of Yamaha Music Foundation’s goal of promoting music g...,Ottawa · Kanata North (ON)
Kanata Noodle House,https://carling.kanatanoodlehouse.com/,kanatanoodlehouse@yahoo.com,613-435-8817,Dining,"4049 Carling Ave, Kanata, ON K2K 2A4",,"When Ha Nguyen started Kanata Noodle House, he wanted a place that serves good food for a greater value. Ha’s visio...",Ottawa · Kanata North (ON)
Kanata North Business Association (KNBA),https://www.kanatanorthba.com/,info@kanatanorthba.ca,613-254-8778,Other,"350 Legget Dr, Kanata, ON K2K 0G7",,The Kanata North Business Association is committed to representing and advocating for the best interests of the ove...,Ottawa · Kanata North (ON)
Kanata North Dental Office,http://kanatadentalcare.com/,admin@kanatadentalcare.ca,613-599-5595,Hospital & Healthcare,"700 March Rd, Kanata, ON K2K 2V9",,Your smile defines your personality; let Kanata North Dental help you keep that dazzling smile. Get in touch with D...,Ottawa · Kanata North (ON)
Kanata North Family Chiropractic Center (KNF Chiro),http://www.knfchiro.com/,info@knfchiro.com,613-599-3898,Health & Wellness,"555 Legget Dr Suite 218, Kanata, ON K2K 2X3",,"Kanata North Family Chiropractic Centre is a chiropractic health centre that offers a natural, holistic approach to...",Ottawa · Kanata North (ON)
Kanata North Medical Centre,,reception@knmc.ca,613-599-5599,Hospital & Healthcare,"832 March Rd Unit # 2, Kanata, ON K2W 0C9",,Kanata North Medical Centre is a health organization.,Ottawa · Kanata North (ON)
Kanata Periodontics (Dr Sandra Chong),http://kanataperio.com/,info@kanataperio.com,613-287-0194,Hospital & Healthcare,"4019 Carling Avenue, Suite 100, Kanata, ON, K2K 2A3",,Dr. Sandra Chong welcomes you to our clinic. We look forward to working together to achieve your dental health goal...,Ottawa · Kanata North (ON)
Kanata Plastic and Cosmetic Surgery,https://www.kanataplasticsurgery.com/,kpcs@kanataplasticsurgery.com,613-591-1099,Hospital & Healthcare,"895 March Rd, Kanata, ON K2K 1X7",,Our Ottawa Plastic Surgery clinic opened in 2006 by Dr. Lacey as the culmination of a dream to provide clients with...,Ottawa · Kanata North (ON)
Kanata Psychology and Counselling Centre,https://www.kanatapsychology.com/,office@kanatapsychology.com,613-435-2729,Health & Wellness,"300 Terry Fox Dr, Suite 700, Kanata, ON K2K 0E3",,"We provide therapy to children, adolescents, adults and families who are experiencing a wide variety of psychologic...",Ottawa · Kanata North (ON)
Kanata Research Park Family Centre,https://krpfamilycentre.com/,eseaman@krpfamilycentre.com,613-591-1995,Education & Day Care,"100 Helmsdale Dr, Kanata, ON K2K 2S5",,The Kanata Research Park Family Centre envisions early learning and care as the foundation of a broader system of e...,Ottawa · Kanata North (ON)
Kanata-North Early Learning Centre,https://www.kanata-northelc.ca/,contact@kanata-northelc.ca,613-287-0806,Education & Day Care,"232 Herzberg Rd #103, Kanata, ON K2K 2A1",,"Our program offers security, affection and strong relationships between educators, children and their families in o...",Ottawa · Kanata North (ON)
Kantec,http://www.kantec.ca/,kealey@kantec.ca,613-832-0059,"Construction, Renovation, & Other Home Services","106 Schneider Rd, Kanata, ON K2K 1Y2",,Providing services in the beginning to Newbridge moving them from Baxter place to 600 March Rd. With the boom of th...,Ottawa · Kanata North (ON)
KDM Analytics,http://www.kdmanalytics.com/,,(613) 627-1010,"Cyber Security, Defense, Security, & Aerospace",,,KDM Analytics helps organizations take the guesswork out of cybersecurity. Their automated risk assessment platform...,Ottawa · Kanata North (ON)
Keysight Technologies Canada Inc.,https://www.keysight.com,canada_orders@keysight.com,877-894-4414,"Manufacturing, Engineering, Industrial & System Design","350 Terry Fox Dr #102, Kanata, ON K2K 2W5",,"Keysight Technologies is the world's electronic measurement company, transforming today's measurement experience th...",Ottawa · Kanata North (ON)
Kingsford Consulting Ltd.,https://www.kingsfordconsulting.ca/,info@kingsfordconsulting.ca,613-592-0544,Management Consulting,"329 March Rd #206, Kanata, ON K2K 2E1",,We are advisors to business owners and our focus is on increasing revenues and profitability. We all know that simp...,Ottawa · Kanata North (ON)
Kinoveo Physiotherapy,https://www.kinoveophysio.com/,info@kinoveophysio.com,613-595-0055,Health & Wellness,"700 March Rd Unit D, Kanata, ON K2K 2V9",,"Kinoveo is a physiotherapy clinic offering treatment for sports-related injuries, pain, women's pelvic health, and ...",Ottawa · Kanata North (ON)
Kongsberg Geospatial,https://www.kongsberggeospatial.com/,info@kongsberggeospatial.com,613-271-5500,"Defense, Security, & Aerospace","411 Legget Dr #400, Kanata, ON K2K 3C9",,"At Kongsberg Geospatial, they build precision software for mapping, geospatial visualization, and situational aware...",Ottawa · Kanata North (ON)
Konnexis Inc.,,,613-599-7371,"Hardware, Health & Wellness","1260B Teron Rd, Kanata, ON K2K 0A1",,Konnexis Inc. provides sterilization control systems specifically for the sterilization industry delivering advance...,Ottawa · Kanata North (ON)
KookiJar,https://kookijar.com/,,613-271-3711,Retail & Hospitality,"1285 Teron Rd #104, Ottawa, ON K2K 0J7",,"In October of 2018, cannabis was recreationally legalized in Canada. Since then, cannabis has continued to take its...",Ottawa · Kanata North (ON)
Kratt Brothers Co.,http://www.krattbrothers.com/,studio@krattbrothers.com,,Broadcast Media,"362 Terry Fox Dr , Kanata, ON, K2K 2P5",,Kratt Brothers Company is an award-winning entertainment company focusing on television and interactive digital med...,Ottawa · Kanata North (ON)
KRP Properties,https://krpproperties.com/,info@krpproperties.com,613-591-0594,Real Estate,"555 Legget Dr #300, Kanata, ON K2K 2X3",,KRP Properties owns and manages 33 buildings in the Kanata Research Park and the Kanata North Technology Park.,Ottawa · Kanata North (ON)
KX Systems,https://kx.com/,,212-447-6700,"Data & Cloud Services, Information Technology & Services","300 Terry Fox Dr, Kanata, ON K2K 0E3",,"Kx is a division of FD, a global technology provider with 20 years of experience working with some of the world’s l...",Ottawa · Kanata North (ON)
L-SPARK,https://www.l-spark.com/,info@l-spark.com,1-613-271-5455,Information Technology & Services,"340 Legget Dr, Kanata, ON K2K 1Y6",,"L-SPARK is the destination for Canada’s startup and tech ecosystem to learn, share, plan, execute, measure, adjust,...",Ottawa · Kanata North (ON)
La Maison du Kouign-Amann,https://lamaisondukouignamann.com/,info@lamaisondukouignamann.com,613-270 0505,Dining,"101 A Schneider Rd, Kanata, ON K2K 1Y3",,"As a Parisian, as far back as I can remember, I have always held a passion for cooking. Good cooking, like any art ...",Ottawa · Kanata North (ON)
La Vie Executive Health Center,https://www.laviehealth.com/,info@laviehealth.com,613-592-0862,Hospital & Healthcare,"525 Legget Dr Suite 125, Kanata, ON K2K 2W2",,"At La Vie Health Centre, our preventive medical team works on the current health of your corporate employees as a s...",Ottawa · Kanata North (ON)
LaBarge Weinstein LLP,https://www.lwlaw.com/,info@lwlaw.com,613-599-9600,Legal,"515 Legget Dr, Suite 800, Kanata, ON K2K 3G4",,"LaBarge Weinstein LLP, a business law firm, has been working with clients in all stages of their business, from sta...",Ottawa · Kanata North (ON)
Lalande Insurance,https://www.lalandeinsurance.ca/,info@lalandeinsurance.ca,613-963-3020,Finance & Accounting,"329 March Rd #211, Kanata, ON K2K 2E1",,"At Lalande insurance, we believe that insurance is about more than just protecting your assets. It’s about relation...",Ottawa · Kanata North (ON)
Law & Orders Kanata North,https://lawandorders.ca/,eat@lawandorders.ca,888-343-4262,Dining,"4055 Carling Ave, Kanata, ON K2K 2A4",,"Welcome to Law & Orders. Enjoy Fresh, handmade old fashioned Burgers. Never frozen and locally sourced Canadian Bee...",Ottawa · Kanata North (ON)
LCBO,https://www.lcbo.com/,,613-592-1594,Retail & Hospitality,"858 March Rd, Ottawa, ON K2W 0C9",,"At the LCBO, we deliver remarkable experiences as the trusted destination for the world’s wine, beers, and spirits....",Ottawa · Kanata North (ON)
Le Groupe Ohmega,https://www.groupeohmega.com/,info@groupeohmega.com,418-368-5425,"Construction, Renovation, & Other Home Services","1283 Teron Rd Suite 101, Kanata, ON K2K 1X2",,"About The Ohmega Group Founded in 1982, Le Groupe Ohméga Inc. is a multidisciplinary company working in the constru...",Ottawa · Kanata North (ON)
Legget Drive Dental,http://leggetdental.ca/,dentalleggetdrive@gmail.com,613-271-9726,Hospital & Healthcare,"555 Legget Dr #201, Kanata, ON K2K 2X3",,"We are located in Kanata, ON and provide people dental hygiene and general dentistry services, as well as orthodont...",Ottawa · Kanata North (ON)
Lepine Apartments (Groupe Lepine Ottawa),https://lepineapartments.com/,leasing@lepineapartments.com,613-591-9090,"Construction, Renovation, & Other Home Services, Real Estate","555 Legget Dr Suite 206, Kanata, ON K2K 3B8",,Lépine is a family-owned apartment development and property management company. Conscientious people deserve to liv...,Ottawa · Kanata North (ON)
Lesley Bertrand REALTOR® Royal LePage TEAM Realty,https://www.lesbertrand.ca/,lesbertrand@royallepage.ca,613-558-4846,Real Estate,"555 Legget Drive suite 101, Kanata, Ottawa, ON K2K 2X3, Canada",,"The Ottawa and Kanata communities mean a great deal to me. Having lived in Kanata North for 18 years, I know the ar...",Ottawa · Kanata North (ON)
Lester Financial Services Inc.,https://www.lesterfinancial.com/,glenn@lesterfinancial.com,613-729-0342,Finance & Accounting,"1000 Innovation Dr, Suite 500, Kanata, ON, K2K 3E7",,We are a full service financial planning firm specializing in retirement and investment planning. We provide our cl...,Ottawa · Kanata North (ON)
Liston Animal Hospital,https://www.listonanimalhospital.com/,,613-591-0966,Hospital & Healthcare,"4055 Carling Ave,Suite 5, Kanata, ON K2K 2A4",,"Liston Animal Hospital opened its doors to the pets of Kanata in 2007. Since then, we have welcomed families new an...",Ottawa · Kanata North (ON)
Little Caesars,https://littlecaesars.ca/en-ca/,,613-595-0005,Dining,"836 March Rd, Kanata, ON K2W 0C9",,"Order your favourite Little Caesars pizza, wings and much more with fast and easy delivery. Make Every Night, Pizza...",Ottawa · Kanata North (ON)
LMS Lawyers LLP,https://www.lmslawyers.com/,general@lmslawyers.com,613-592-0088,Legal,"340 March Rd #300, Kanata, ON K2K 2E4",,"LMS Lawyers LLP is a leading law firm in Eastern Ontario, with headquarters in Ottawa. For more than thirty-five ye...",Ottawa · Kanata North (ON)
Loloyan Chiropractor,https://www.loloyanchiropractic.com/,info@loloyanchiropractic.com,613-801-3829,Health & Wellness,"105 Schneider Rd #113, Kanata, ON K2K 1Y3",,Loloyan Chiropractic is a clinic that has been actively working to relieve your pain since 2018. Our team welcomes ...,Ottawa · Kanata North (ON)
Lone Star Texas Grill,http://www.lonestartexasgrill.com/,kanata@lonestartexasgrill.com,613-599-9535,Dining,"4048 Carling Ave, Kanata, ON K2K 1Y1",,"Lone Star Texas Grill is Ontario’s original Texas-inspired restaurant, serving Canada’s award-winning fajitas for o...",Ottawa · Kanata North (ON)
LUNA Crepes & Café,https://lunacafe.ca/,info@lunacafe.ca,613-254-5551,Dining,"329 March Rd #110, Kanata, ON K2K 2E1",,"We are family owned and operated business, we are constantly driven to produce unique and superior products that sa...",Ottawa · Kanata North (ON)
Lytica,https://lytica.com/,customersupport@lytica.com,613-271-1414,Information Technology & Services,"555 Legget Dr #720, Kanata, ON K2K 2X3",,"Lytica is a supply chain analytics SaaS provider to electronics companies focusing on supply chain cost, security o...",Ottawa · Kanata North (ON)
MAC-FM,https://www.linkedin.com/in/denis-saumure-a979057/?originalSubdomain=ca,,613-762-6922,Retail & Hospitality,"555 Legget Dr, Kanata, ON K2K 2X3",,MAC-FM is an Ottawa based Sales and Service Company specializing in Office Furniture and Office Moves. We have a us...,Ottawa · Kanata North (ON)
MacLeod Company Ltd.,https://www.macleod.ca/,admin@macleod.ca,613-236-9111,Finance & Accounting,"1000 Innovation Dr Suite 500, Kanata, ON K2K 3E7",,"A REPUTATION FOR EXCELLENCE IN OTTAWA Since 1952, D. & A. MacLeod Company Ltd. has helped people overcome their per...",Ottawa · Kanata North (ON)
Magnet Forensics Inc.,https://www.magnetforensics.com/,sales@magnetforensics.com,844-638-7884,"Computer Hardware, Computer Software","2500 Solandt Rd Suite 310, Kanata, ON K2K 3G5",,Magnet Forensics is a global leader in the development of software solutions for digital forensic professionals to ...,Ottawa · Kanata North (ON)
Magor Corporation,http://www.magorcorp.com/,,613-686-1731,Retail & Hospitality,"350 Terry Fox Dr, Kanata, ON K2K 2W5",,Magor develops and markets visual collaboration software for a world that increasingly rewards those who can bring ...,Ottawa · Kanata North (ON)
March Nails,https://march-nails.business.site/,,613-592-7556,Health & Wellness,"700 March Rd C, Kanata, ON K2K 2V9",,Nail Salon in the heart of the Kanata North Technology Park.,Ottawa · Kanata North (ON)
March Networks,https://www.marchnetworks.com/,info@marchnetworks.com,613-591-8181,Cyber Security,"303 Terry Fox Dr, Kanata, ON K2K 3J1",,"March Networks As a leading provider of IP video software and systems, They work with certified partners and custom...",Ottawa · Kanata North (ON)
March Road I.D.A. Pharmacy,https://march-road-ida-pharmacy.bookrx.ca/,marchroadpharmacy@gmail.com,613-592-0070,Health & Wellness,"700 March Rd, Kanata, ON K2K 2R9, Canada",,,Ottawa · Kanata North (ON)
March Road Veterinary Hospital,https://marchroadvet.com/,mrvh@rogers.com,613-591-2408,Hospital & Healthcare,"591 March Rd, Kanata, ON K2K 2M5",,March Road Veterinary Hospital (MRVH) was established in 1991 by Dr. Andrzej Olender as Kanata North’s first veteri...,Ottawa · Kanata North (ON)
Marchwood Dental,https://marchwooddental.com/,info@marchwooddental.com,613-591-7608,Hospital & Healthcare,"1054 Halton Terrace, Kanata, ON K2W 1G8",,MARCHWOOD DENTAL OFFERS A WIDE RANGE OF DENTAL SERVICES TO NEW AND EXISTING PATIENTS IN THE KANATA AND OTTAWA REGIO...,Ottawa · Kanata North (ON)
Mark W. Smith Law Office,https://markwsmithlawoffice.wordpress.com/,Markwsmith@storm.ca,613-599-4470,Legal,"329 March Road, Suite 208B, Kanata, ON, K2K 2E1",,Mark W Smith has been serving clients all around Ottawa for 34 years. He is a sole practitioner and has a wide vari...,Ottawa · Kanata North (ON)
Markie's Montreal Smoked Meat,https://markiessmokedmeats.ca/,markies1679@gmail.com,613-592-1191,Dining,"1106 Klondike Rd Unit D, Kanata, ON K2K 0G1",,"Located 15 minutes away from downtown Ottawa, Markie`s Montreal Smoked Meat Restaurant is renowned for its hand-cut...",Ottawa · Kanata North (ON)
Martello Technologies Corporation,https://martellotech.com/,info@martellotech.com,613-271-5989,Information Technology & Services,"390 March Rd, Kanata, ON K2K 0G7",,Martello Technologies manages the performance of real-time services on complex distributed cloud networks. Their so...,Ottawa · Kanata North (ON)
Marvel & Snap,https://www.marvelandsnap.com/,info@marvelandsnap.com,613-222-0610,Information Technology & Services,"1000 Innovation Drive, Suite 500, Ottawa, ON K2K 3E7, Canada",,"With Marvel & Snap, you get industry-leading development, hosting, and ongoing management services that enable more...",Ottawa · Kanata North (ON)
Marvell,https://www.marvell.com/,,613-270-1392,"Cyber Security, Semiconductors","535 Legget Drive, Suite 800 & 1000, Kanata, ON K2K 3B8",,Marvell Semiconductor manufactures and offers integrated circuit solutions using communications mixed-signal proces...,Ottawa · Kanata North (ON)
Mate Gauge,https://www.mategauge.com/,info@mategauge.com,613-287-0171,"Manufacturing, Engineering, Industrial & System Design","105 Schneider Rd #132, Kanata, ON K2K 1Y3",,We are an engineering-first company specializing in laser thickness applications. Our non-contact thickness measure...,Ottawa · Kanata North (ON)
Mattamy Homes Ottawa Office,https://mattamyhomes.com/,Ottawa.CustomerCare@mattamycorp.com,613-836-7437,"Construction, Renovation, & Other Home Services","50 Hines Rd, Ottawa, ON K2K 2M5",,"Mattamy Homes is the largest privately owned homebuilder in North America, with 40-plus years of history across the...",Ottawa · Kanata North (ON)
Matthew House Ottawa Furniture Bank,http://matthewhouseottawa.org/,,613-591-6681,Retail & Hospitality,"340 Legget Drive Door #53, Kanata, ON K2K 1Y6",,"Matthew House Ottawa is a non-profit organization that provides shelter, furnishings and community to refugees and ...",Ottawa · Kanata North (ON)
Mavenir,https://www.mavenir.com/,contactus@mavenir.com,(+1)-714-709-4618,"Artificial Intelligence, Telecommunications, Wireless & Photonics","84 Hines Road, Suite #100, Ottawa, ON, K2K 3G3",,Mavenir is a global company transforming the way the world connects by leading the industry with its cloud-native a...,Ottawa · Kanata North (ON)
